year,school,conference,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offence,ppg_defence,SRS,SOS,ap_pre,ap_high,ap_post,notes
2007,Army,Ind,3,9,.250,,,,16.9,30.3,-13.90,-2.65,,,,
2007,Notre Dame,Ind,3,9,.250,,,,16.4,28.8,-5.03,4.89,,,,
2007,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2007,Bowling Green,MAC (East),8,5,.615,6,2,.750,30.2,32.1,-5.04,-7.04,,,,
2007,Miami (OH),MAC (East),6,7,.462,5,2,.714,19.2,25.6,-9.28,-5.66,,,,
2007,Buffalo,MAC (East),5,7,.417,5,3,.625,24.3,27.6,-9.73,-6.98,,,,
2007,Ohio,MAC (East),6,6,.500,4,4,.500,30.5,29.9,-9.09,-8.92,,,,
2007,Temple,MAC (East),4,8,.333,4,4,.500,16.4,26.3,-14.76,-7.01,,,,
2007,Akron,MAC (East),4,8,.333,3,5,.375,21.2,29.2,-12.52,-5.27,,,,
2007,Kent State,MAC (East),3,9,.250,1,7,.125,21.6,29.2,-12.29,-6.88,,,,
2007,Central Michigan,MAC (West),8,6,.571,6,1,.857,34.8,36.9,-3.99,-5.92,,,,
2007,Ball State,MAC (West),7,6,.538,5,2,.714,31.5,28.3,-2.88,-4.88,,,,
2007,Western Michigan,MAC (West),5,7,.417,3,4,.429,26.9,28.9,-7.44,-5.03,,,,
2007,Eastern Michigan,MAC (West),4,8,.333,3,4,.429,24.2,31.2,-11.88,-5.55,,,,
2007,Toledo,MAC (West),5,7,.417,3,5,.375,32.9,39.2,-11.89,-6.14,,,,
2007,Northern Illinois,MAC (West),2,10,.167,1,6,.143,19.1,30.8,-18.11,-8.36,,,,
2007,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2007,BYU,MWC,11,2,.846,8,0,1.000,30.1,18.5,11.11,-0.05,,14,14,
2007,Air Force,MWC,9,4,.692,6,2,.750,29.9,21.1,5.36,-2.33,,,,
2007,New Mexico,MWC,9,4,.692,5,3,.625,24.7,19.0,2.49,-2.67,,,,
2007,Utah,MWC,9,4,.692,5,3,.625,26.2,16.8,7.37,0.53,,,,
2007,Texas Christian,MWC,8,5,.615,4,4,.500,26.1,18.7,4.45,-1.32,22,19,,
2007,San Diego State,MWC,4,8,.333,3,5,.375,25.1,34.4,-6.60,1.98,,,,
2007,Wyoming,MWC,5,7,.417,2,6,.250,19.4,25.9,-3.51,0.07,,,,
2007,Colorado State,MWC,3,9,.250,2,6,.250,25.3,30.8,-6.15,0.35,,,,
2007,Nevada-Las Vegas,MWC,2,10,.167,1,7,.125,18.2,28.6,-9.02,0.82,,,,
2007,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2007,USC,Pac-10,11,2,.846,7,2,.778,32.6,16.0,18.10,4.33,1,1,3,
2007,Arizona State,Pac-10,10,3,.769,7,2,.778,32.3,22.5,13.67,5.51,,6,16,
2007,Oregon State,Pac-10,9,4,.692,6,3,.667,27.8,22.6,9.93,6.54,,25,25,
2007,Oregon,Pac-10,9,4,.692,5,4,.556,38.2,23.6,17.82,6.97,,2,23,
2007,UCLA,Pac-10,6,7,.462,5,4,.556,22.4,22.3,7.97,7.97,14,11,,
2007,Arizona,Pac-10,5,7,.417,4,5,.444,28.0,26.8,6.04,6.46,,,,
2007,California,Pac-10,7,6,.538,3,6,.333,29.3,26.8,8.46,6.23,12,2,,
2007,Washington State,Pac-10,5,7,.417,3,6,.333,25.7,32.4,1.66,5.58,,,,
2007,Stanford,Pac-10,4,8,.333,3,6,.333,19.6,28.3,-1.10,6.57,,,,
2007,Washington,Pac-10,4,9,.308,2,7,.222,29.2,31.6,4.41,7.64,,,,
2007,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2007,Georgia,SEC (East),11,2,.846,6,2,.750,32.6,20.2,17.20,5.66,13,2,2,
2007,Tennessee,SEC (East),10,4,.714,6,2,.750,32.5,27.3,11.68,6.11,15,12,12,
2007,Florida,SEC (East),9,4,.692,5,3,.625,42.5,25.5,18.06,6.83,6,3,13,
2007,Kentucky,SEC (East),8,5,.615,3,5,.375,36.5,29.6,9.43,5.20,,8,,
2007,South Carolina,SEC (East),6,6,.500,3,5,.375,26.1,23.5,7.15,5.90,,6,,
2007,Vanderbilt,SEC (East),5,7,.417,2,6,.250,21.7,22.6,3.09,4.25,,,,
2007,LSU,SEC (West),12,2,.857,6,2,.750,38.6,19.9,18.41,5.77,2,1,1,
2007,Auburn,SEC (West),9,4,.692,5,3,.625,24.2,16.9,11.87,5.79,18,15,15,
2007,Arkansas,SEC (West),8,5,.615,4,4,.500,37.3,26.5,8.91,3.37,21,16,,
2007,Mississippi State,SEC (West),8,5,.615,4,4,.500,21.5,23.2,4.84,4.22,,,,
2007,Alabama,SEC (West),7,6,.538,4,4,.500,27.1,22.0,8.09,4.40,,16,,record adjusted to 2-6-0 by NCAA
2007,Ole Miss,SEC (West),3,9,.250,0,8,.000,20.1,28.5,-1.31,6.11,,,,
2007,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2007,Troy,Sun Belt,8,4,.667,6,1,.857,34.0,24.6,5.58,-1.76,,,,
2007,Florida Atlantic,Sun Belt,8,5,.615,6,1,.857,31.2,33.2,-2.43,-2.51,,,,
2007,Louisiana-Monroe,Sun Belt,6,6,.500,4,3,.571,23.5,27.7,-6.64,-3.89,,,,
2007,Middle Tennessee State,Sun Belt,5,7,.417,4,3,.571,25.7,28.3,-4.95,-3.37,,,,
2007,Arkansas State,Sun Belt,5,7,.417,3,4,.429,24.3,27.6,-7.98,-4.73,,,,
2007,Louisiana,Sun Belt,3,9,.250,3,4,.429,23.8,35.8,-13.36,-4.11,,,,
2007,North Texas,Sun Belt,2,10,.167,1,6,.143,24.8,45.1,-15.84,-3.67,,,,
2007,Florida International,Sun Belt,1,11,.083,1,6,.143,15.1,39.1,-15.84,-0.84,,,,
2007,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,
2007,Hawaii,WAC,12,1,.923,8,0,1.000,43.4,25.5,6.36,-5.79,23,10,19,
2007,Boise State,WAC,10,3,.769,7,1,.875,42.4,21.6,6.31,-5.46,24,17,,
2007,Fresno State,WAC,9,4,.692,6,2,.750,32.8,27.0,2.75,-2.79,,,,
2007,Nevada,WAC,6,7,.462,4,4,.500,33.5,32.2,-5.09,-5.24,,,,
2007,Louisiana Tech,WAC,5,7,.417,4,4,.500,20.8,30.7,-8.45,-2.54,,,,
2007,San Jose State,WAC,5,7,.417,4,4,.500,20.4,29.3,-8.64,-3.30,,,,
2007,Utah State,WAC,2,10,.167,2,6,.250,20.6,33.8,-11.29,-2.12,,,,
2007,New Mexico State,WAC,4,9,.308,1,7,.125,24.0,36.2,-12.32,-4.93,,,,
2007,Idaho,WAC,1,11,.083,0,8,.000,21.5,36.9,-17.06,-3.81,,,,
2008,Florida State,ACC (Atlantic),9,4,.692,5,3,.625,33.4,20.2,10.67,2.67,,16,21,
2008,Boston College,ACC (Atlantic),9,5,.643,5,3,.625,24.7,18.4,6.72,2.15,,18,,
2008,Maryland,ACC (Atlantic),8,5,.615,4,4,.500,21.8,22.5,2.96,1.73,,22,,
2008,Wake Forest,ACC (Atlantic),8,5,.615,4,4,.500,21.0,18.3,7.45,4.68,23,16,,
2008,Clemson,ACC (Atlantic),7,6,.538,4,4,.500,25.2,17.3,6.97,2.51,9,9,,
2008,North Carolina State,ACC (Atlantic),6,7,.462,4,4,.500,23.5,26.3,1.41,3.57,,,,
2008,Virginia Tech,ACC (Coastal),10,4,.714,5,3,.625,22.1,16.7,8.14,2.43,17,15,15,
2008,Georgia Tech,ACC (Coastal),9,4,.692,5,3,.625,24.4,20.3,6.78,1.70,,14,22,
2008,North Carolina,ACC (Coastal),8,5,.615,4,4,.500,27.7,21.2,7.90,2.67,,17,,record adjusted to 0-5-0 by NCAA
2008,Miami (FL),ACC (Coastal),7,6,.538,4,4,.500,27.1,24.2,4.85,3.62,,23,,
2008,Virginia,ACC (Coastal),5,7,.417,3,5,.375,16.1,21.7,1.40,4.57,,,,
2008,Duke,ACC (Coastal),4,8,.333,1,7,.125,20.1,23.4,-0.39,3.28,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Missouri,Big 12 (North),10,4,.714,5,3,.625,42.2,27.2,13.11,4.54,6,3,19,
2008,Nebraska,Big 12 (North),9,4,.692,5,3,.625,35.4,28.5,10.92,3.69,,,,
2008,Kansas,Big 12 (North),8,5,.615,4,4,.500,33.4,28.8,9.23,4.00,14,13,,
2008,Colorado,Big 12 (North),5,7,.417,2,6,.250,20.2,29.3,-1.07,4.10,,,,
2008,Kansas State,Big 12 (North),5,7,.417,2,6,.250,34.9,35.8,-3.39,0.78,,,,
2008,Iowa State,Big 12 (North),2,10,.167,0,8,.000,25.3,35.8,-7.80,1.11,,,,
2008,Oklahoma,Big 12 (South),12,2,.857,7,1,.875,51.1,24.5,24.79,6.72,4,1,5,
2008,Texas,Big 12 (South),12,1,.923,7,1,.875,42.4,18.8,23.98,6.05,11,1,4,
2008,Texas Tech,Big 12 (South),11,2,.846,7,1,.875,43.8,27.8,15.46,3.00,12,2,12,
2008,Oklahoma State,Big 12 (South),9,4,.692,5,3,.625,40.8,28.1,13.09,3.78,,7,16,
2008,Baylor,Big 12 (South),4,8,.333,2,6,.250,28.0,29.3,2.59,5.68,,,,
2008,Texas A&M,Big 12 (South),4,8,.333,2,6,.250,25.0,37.4,-5.38,4.12,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Cincinnati,Big East,11,3,.786,6,1,.857,25.9,20.1,6.03,-0.19,,12,17,
2008,Pitt,Big East,9,4,.692,5,2,.714,27.1,21.5,8.87,3.17,25,17,,
2008,West Virginia,Big East,9,4,.692,5,2,.714,24.5,17.0,7.09,0.09,8,8,23,
2008,Rutgers,Big East,8,5,.615,5,2,.714,29.0,18.8,6.35,-0.26,,,,
2008,Connecticut,Big East,8,5,.615,3,4,.429,24.9,19.8,4.67,0.75,,24,,
2008,South Florida,Big East,8,5,.615,2,5,.286,27.6,20.0,4.45,-0.62,19,10,,
2008,Louisville,Big East,5,7,.417,1,6,.143,24.7,29.8,-3.83,-0.33,,,,
2008,Syracuse,Big East,3,9,.250,1,6,.143,18.1,32.7,-9.00,2.84,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Penn State,Big Ten,11,2,.846,7,1,.875,38.9,14.4,17.82,1.97,22,3,8,
2008,Ohio State,Big Ten,10,3,.769,7,1,.875,27.6,13.9,13.94,3.87,2,2,9,
2008,Michigan State,Big Ten,9,4,.692,6,2,.750,25.1,22.1,7.92,3.15,,17,24,
2008,Iowa,Big Ten,9,4,.692,5,3,.625,30.3,13.0,11.11,0.57,,20,20,
2008,Northwestern,Big Ten,9,4,.692,5,3,.625,24.4,20.2,4.82,-0.11,,22,,
2008,Minnesota,Big Ten,7,6,.538,3,5,.375,23.2,24.8,0.01,0.09,,20,,
2008,Wisconsin,Big Ten,7,6,.538,3,5,.375,27.5,26.5,1.82,1.13,13,8,,
2008,Illinois,Big Ten,5,7,.417,3,5,.375,28.7,26.6,2.96,2.04,20,20,,
2008,Purdue,Big Ten,4,8,.333,2,6,.250,24.7,25.1,-0.54,3.04,,,,
2008,Michigan,Big Ten,3,9,.250,2,6,.250,20.3,28.9,-4.66,3.00,,,,
2008,Indiana,Big Ten,3,9,.250,1,7,.125,20.5,35.3,-8.73,1.44,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,East Carolina,CUSA (East),9,5,.643,6,2,.750,23.4,21.1,1.58,-1.49,,14,,
2008,Southern Mississippi,CUSA (East),7,6,.538,4,4,.500,30.6,24.1,0.46,-3.24,,,,
2008,Memphis,CUSA (East),6,7,.462,4,4,.500,27.2,27.2,-5.62,-4.77,,,,
2008,Marshall,CUSA (East),4,8,.333,3,5,.375,20.5,27.7,-7.66,-1.00,,,,
2008,UAB,CUSA (East),4,8,.333,3,5,.375,22.8,31.3,-9.78,-3.61,,,,
2008,UCF,CUSA (East),4,8,.333,3,5,.375,16.6,24.1,-8.39,-2.98,,,,
2008,Tulsa,CUSA (West),11,3,.786,7,1,.875,47.2,27.9,7.06,-6.58,,19,,
2008,Rice,CUSA (West),10,3,.769,7,1,.875,41.3,33.3,3.92,-3.55,,,,
2008,Houston,CUSA (West),8,5,.615,6,2,.750,40.6,30.9,2.21,-3.40,,,,
2008,UTEP,CUSA (West),5,7,.417,4,4,.500,32.9,37.0,-4.95,-1.45,,,,
2008,Tulane,CUSA (West),2,10,.167,1,7,.125,16.7,34.5,-15.77,-1.77,,,,
2008,SMU,CUSA (West),1,11,.083,0,8,.000,21.3,38.2,-14.50,-0.58,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Navy,Ind,8,5,.615,,,,27.2,22.0,3.53,-0.78,,,,
2008,Notre Dame,Ind,7,6,.538,,,,24.7,22.2,2.99,0.91,,,,
2008,Army,Ind,3,9,.250,,,,14.8,23.7,-12.69,-4.27,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Buffalo,MAC (East),8,6,.571,5,3,.625,30.3,28.2,-0.41,-2.70,,,,
2008,Bowling Green,MAC (East),6,6,.500,4,4,.500,27.7,23.2,-2.00,-5.25,,,,
2008,Temple,MAC (East),5,7,.417,4,4,.500,23.4,23.1,-3.38,-4.05,,,,
2008,Akron,MAC (East),5,7,.417,3,5,.375,30.0,31.3,-6.87,-4.95,,,,
2008,Kent State,MAC (East),4,8,.333,3,5,.375,25.7,31.7,-11.10,-5.02,,,,
2008,Ohio,MAC (East),4,8,.333,3,5,.375,24.1,27.3,-8.80,-4.64,,,,
2008,Miami (OH),MAC (East),2,10,.167,1,7,.125,18.4,32.7,-17.24,-3.91,,,,
2008,Ball State,MAC (West),12,2,.857,8,0,1.000,34.9,20.5,6.26,-7.03,,12,,
2008,Western Michigan,MAC (West),9,4,.692,6,2,.750,28.6,24.9,-0.87,-4.49,,,,
2008,Central Michigan,MAC (West),8,5,.615,6,2,.750,29.5,30.2,-2.75,-4.44,,,,
2008,Northern Illinois,MAC (West),6,7,.462,5,3,.625,24.2,18.0,-2.73,-5.43,,,,
2008,Eastern Michigan,MAC (West),3,9,.250,2,6,.250,25.8,35.6,-13.89,-3.73,,,,
2008,Toledo,MAC (West),3,9,.250,2,6,.250,22.4,31.4,-12.22,-3.81,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Utah,MWC,13,0,1.000,8,0,1.000,36.9,17.2,13.79,-2.06,,2,2,
2008,Texas Christian,MWC,11,2,.846,7,1,.875,33.6,11.3,13.47,-1.23,,7,7,
2008,BYU,MWC,10,3,.769,6,2,.750,34.2,21.9,4.96,-3.58,16,8,25,
2008,Air Force,MWC,8,5,.615,5,3,.625,26.8,22.2,2.55,-2.53,,,,
2008,Colorado State,MWC,7,6,.538,4,4,.500,25.2,30.2,-3.96,-1.04,,,,
2008,Nevada-Las Vegas,MWC,5,7,.417,2,6,.250,25.6,32.6,-7.41,-1.08,,,,
2008,New Mexico,MWC,4,8,.333,2,6,.250,21.1,22.8,-4.18,-0.35,,,,
2008,Wyoming,MWC,4,8,.333,1,7,.125,12.7,27.8,-11.44,-1.94,,,,
2008,San Diego State,MWC,2,10,.167,1,7,.125,19.3,37.2,-14.97,-2.89,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,USC,Pac-10,12,1,.923,8,1,.889,37.5,9.0,22.24,3.86,3,1,3,
2008,Oregon,Pac-10,10,3,.769,7,2,.778,41.9,28.2,12.39,3.08,21,10,10,
2008,Oregon State,Pac-10,9,4,.692,7,2,.778,30.5,23.1,10.26,4.80,,17,18,
2008,California,Pac-10,9,4,.692,6,3,.667,32.6,19.9,10.43,2.89,,21,,
2008,Arizona,Pac-10,8,5,.615,5,4,.556,36.6,21.3,9.21,-0.33,,,,
2008,Arizona State,Pac-10,5,7,.417,4,5,.444,22.8,22.7,1.62,1.70,15,15,,
2008,Stanford,Pac-10,5,7,.417,4,5,.444,26.3,27.4,-0.04,3.79,,,,
2008,UCLA,Pac-10,4,8,.333,3,6,.333,17.7,29.0,-3.98,3.61,,23,,
2008,Washington State,Pac-10,2,11,.154,1,8,.111,12.7,43.8,-13.82,3.33,,,,
2008,Washington,Pac-10,0,12,.000,0,9,.000,13.3,38.6,-12.08,6.75,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Florida,SEC (East),13,1,.929,7,1,.875,43.6,12.9,25.37,5.59,5,1,1,
2008,Georgia,SEC (East),10,3,.769,6,2,.750,31.5,24.5,11.60,4.52,1,1,13,
2008,South Carolina,SEC (East),7,6,.538,4,4,.500,20.8,21.1,5.21,4.28,,24,,
2008,Vanderbilt,SEC (East),7,6,.538,4,4,.500,19.2,19.6,4.48,4.32,,13,,
2008,Tennessee,SEC (East),5,7,.417,3,5,.375,17.3,16.8,1.64,2.89,18,18,,
2008,Kentucky,SEC (East),7,6,.538,2,6,.250,22.6,21.5,3.55,1.24,,,,
2008,Alabama,SEC (West),12,2,.857,8,0,1.000,30.1,14.3,16.15,2.93,24,1,6,
2008,Ole Miss,SEC (West),9,4,.692,5,3,.625,32.1,19.0,12.11,3.18,,14,14,
2008,LSU,SEC (West),8,5,.615,3,5,.375,30.9,24.2,5.91,1.37,7,3,,
2008,Arkansas,SEC (West),5,7,.417,2,6,.250,21.9,31.2,-0.36,5.56,,,,
2008,Auburn,SEC (West),5,7,.417,2,6,.250,17.3,18.0,1.26,2.10,10,9,,
2008,Mississippi State,SEC (West),4,8,.333,2,6,.250,15.3,24.7,-5.00,1.75,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Troy,Sun Belt,8,5,.615,6,1,.857,32.8,21.3,1.06,-4.94,,,,
2008,Louisiana,Sun Belt,6,6,.500,5,2,.714,33.1,33.7,-5.57,-6.24,,,,
2008,Florida Atlantic,Sun Belt,7,6,.538,4,3,.571,25.1,28.7,-5.70,-4.08,,,,
2008,Arkansas State,Sun Belt,6,6,.500,4,3,.571,27.0,23.8,-6.24,-5.91,,,,
2008,Florida International,Sun Belt,5,7,.417,3,4,.429,24.7,28.3,-6.58,-4.92,,,,
2008,Middle Tennessee State,Sun Belt,5,7,.417,3,4,.429,22.8,24.9,-8.58,-5.99,,,,
2008,Louisiana-Monroe,Sun Belt,4,8,.333,3,4,.429,23.7,31.2,-10.58,-6.24,,,,
2008,North Texas,Sun Belt,1,11,.083,0,7,.000,20.0,47.6,-22.21,-3.54,,,,
2008,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,
2008,Boise State,WAC,12,1,.923,8,0,1.000,37.6,12.6,12.83,-3.94,,9,11,
2008,Louisiana Tech,WAC,8,5,.615,5,3,.625,24.6,23.7,-3.56,-5.41,,,,
2008,Nevada,WAC,7,6,.538,5,3,.625,37.6,32.3,2.25,-3.14,,,,
2008,Hawaii,WAC,7,7,.500,5,3,.625,24.6,28.9,-4.06,-1.99,,,,
2008,Fresno State,WAC,7,6,.538,4,4,.500,29.6,31.1,-3.53,-4.06,,21,,
2008,San Jose State,WAC,6,6,.500,4,4,.500,18.7,21.6,-7.22,-4.97,,,,
2008,Utah State,WAC,3,9,.250,3,5,.375,24.0,34.7,-9.20,-0.95,,,,
2008,New Mexico State,WAC,3,9,.250,1,7,.125,22.2,34.1,-11.99,-4.08,,,,
2008,Idaho,WAC,2,10,.167,1,7,.125,19.6,42.8,-19.87,-4.12,,,,
2009,Clemson,ACC (Atlantic),9,5,.643,6,2,.750,31.1,20.4,11.73,4.01,,15,24,
2009,Boston College,ACC (Atlantic),8,5,.615,5,3,.625,24.8,19.8,5.47,2.17,,,,
2009,Florida State,ACC (Atlantic),7,6,.538,4,4,.500,30.1,30.0,6.08,5.38,18,18,,
2009,Wake Forest,ACC (Atlantic),5,7,.417,3,5,.375,26.3,26.3,1.85,2.94,,,,
2009,North Carolina State,ACC (Atlantic),5,7,.417,2,6,.250,30.3,31.2,-1.06,2.36,,,,
2009,Maryland,ACC (Atlantic),2,10,.167,1,7,.125,21.3,31.3,-6.60,2.65,,,,
2009,Georgia Tech,ACC (Coastal),11,3,.786,7,1,.875,33.8,24.8,13.54,4.83,15,7,13,record adjusted to 10-3-0 by NCAA
2009,Virginia Tech,ACC (Coastal),10,3,.769,6,2,.750,31.8,15.6,18.57,5.42,7,4,10,
2009,Miami (FL),ACC (Coastal),9,4,.692,5,3,.625,30.3,22.2,12.20,4.73,,8,19,
2009,North Carolina,ACC (Coastal),8,5,.615,4,4,.500,23.8,17.1,8.04,3.04,21,19,,record adjusted to 0-5-0 by NCAA
2009,Duke,ACC (Coastal),5,7,.417,3,5,.375,25.2,28.3,-2.45,-0.20,,,,
2009,Virginia,ACC (Coastal),3,9,.250,2,6,.250,19.3,26.3,-3.00,4.50,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,Nebraska,Big 12 (North),10,4,.714,6,2,.750,25.1,10.4,11.41,2.69,24,14,14,
2009,Missouri,Big 12 (North),8,5,.615,4,4,.500,29.0,25.4,4.33,1.25,,24,,
2009,Kansas State,Big 12 (North),6,6,.500,4,4,.500,23.0,23.3,-1.08,-0.08,,,,
2009,Iowa State,Big 12 (North),7,6,.538,3,5,.375,20.5,21.8,-0.96,-0.73,,,,
2009,Colorado,Big 12 (North),3,9,.250,2,6,.250,22.3,28.8,-3.86,2.39,,,,
2009,Kansas,Big 12 (North),5,7,.417,1,7,.125,29.4,28.4,0.88,2.22,25,16,,
2009,Texas,Big 12 (South),13,1,.929,8,0,1.000,39.3,16.7,20.21,3.49,2,2,2,
2009,Oklahoma State,Big 12 (South),9,4,.692,6,2,.750,28.4,21.7,8.01,2.78,9,5,,
2009,Texas Tech,Big 12 (South),9,4,.692,5,3,.625,37.0,22.5,10.79,0.86,,21,21,
2009,Oklahoma,Big 12 (South),8,5,.615,5,3,.625,31.1,14.5,13.21,4.82,3,3,,
2009,Texas A&M,Big 12 (South),6,7,.462,3,5,.375,32.8,33.5,3.37,2.91,,,,
2009,Baylor,Big 12 (South),4,8,.333,1,7,.125,20.8,27.3,-2.30,4.37,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,Cincinnati,Big East,12,1,.923,7,0,1.000,38.6,23.1,14.23,1.77,,4,8,
2009,Pitt,Big East,10,3,.769,5,2,.714,32.1,19.8,12.75,1.98,,8,15,
2009,West Virginia,Big East,9,4,.692,5,2,.714,26.2,21.7,7.48,2.48,,18,25,
2009,Rutgers,Big East,9,4,.692,3,4,.429,28.8,17.9,6.34,-2.12,,25,,
2009,Connecticut,Big East,8,5,.615,3,4,.429,31.2,23.6,8.03,2.80,,,,
2009,South Florida,Big East,8,5,.615,3,4,.429,26.5,19.8,3.64,-0.05,,21,,
2009,Louisville,Big East,4,8,.333,1,6,.143,18.1,26.3,-4.01,2.83,,,,
2009,Syracuse,Big East,4,8,.333,1,6,.143,21.2,27.9,-4.41,2.51,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,Ohio State,Big Ten,11,2,.846,7,1,.875,29.0,12.5,14.71,1.71,6,5,5,
2009,Iowa,Big Ten,11,2,.846,6,2,.750,23.2,15.4,10.26,1.87,22,7,7,
2009,Penn State,Big Ten,11,2,.846,6,2,.750,28.8,12.2,13.86,-0.75,9,5,9,
2009,Wisconsin,Big Ten,10,3,.769,5,3,.625,31.8,21.8,8.19,0.35,,16,16,
2009,Northwestern,Big Ten,8,5,.615,5,3,.625,25.9,24.5,-0.39,-1.93,,,,
2009,Michigan State,Big Ten,6,7,.462,4,4,.500,29.7,26.3,2.52,1.68,,,,
2009,Purdue,Big Ten,5,7,.417,4,4,.500,27.8,29.1,0.79,1.70,,,,
2009,Minnesota,Big Ten,6,7,.462,3,5,.375,20.9,23.8,-0.10,2.67,,,,
2009,Illinois,Big Ten,3,9,.250,2,6,.250,24.2,30.2,-3.67,2.24,,,,
2009,Michigan,Big Ten,5,7,.417,1,7,.125,29.5,27.5,-1.51,-0.26,,22,,
2009,Indiana,Big Ten,4,8,.333,1,7,.125,23.5,29.5,-5.75,-0.25,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,East Carolina,CUSA (East),9,5,.643,7,1,.875,27.0,21.9,3.58,-0.85,,,,
2009,UCF,CUSA (East),8,5,.615,6,2,.750,26.2,22.5,-0.75,-2.44,,,,
2009,Southern Mississippi,CUSA (East),7,6,.538,5,3,.625,32.9,25.8,-0.67,-4.36,,,,
2009,Marshall,CUSA (East),7,6,.538,4,4,.500,21.8,24.3,-3.35,-2.88,,,,
2009,UAB,CUSA (East),5,7,.417,4,4,.500,27.8,32.3,-5.75,-2.67,,,,
2009,Memphis,CUSA (East),2,10,.167,1,7,.125,21.8,34.8,-12.06,-0.81,,,,
2009,Houston,CUSA (West),10,4,.714,6,2,.750,42.2,30.1,4.21,-3.07,,12,,
2009,SMU,CUSA (West),8,5,.615,6,2,.750,29.2,27.6,-3.09,-4.09,,,,
2009,Tulsa,CUSA (West),5,7,.417,3,5,.375,29.3,27.3,-4.25,-4.50,,,,
2009,UTEP,CUSA (West),4,8,.333,3,5,.375,29.8,33.5,-7.21,-5.04,,,,
2009,Rice,CUSA (West),2,10,.167,2,6,.250,18.3,43.1,-16.33,-0.91,,,,
2009,Tulane,CUSA (West),3,9,.250,1,7,.125,16.1,36.7,-16.23,-3.23,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,Navy,Ind,10,4,.714,,,,28.0,19.4,4.87,-2.63,,,,
2009,Notre Dame,Ind,6,6,.500,,,,30.1,25.9,6.49,3.65,23,18,,
2009,Army,Ind,5,7,.417,,,,15.3,21.9,-12.59,-6.59,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,Temple,MAC (East),9,4,.692,7,1,.875,29.5,22.3,-2.36,-8.29,,,,
2009,Ohio,MAC (East),9,5,.643,7,1,.875,24.8,21.3,-1.89,-6.18,,,,
2009,Bowling Green,MAC (East),7,6,.538,6,2,.750,28.5,27.5,-2.34,-4.65,,,,
2009,Kent State,MAC (East),5,7,.417,4,4,.500,19.3,22.4,-10.69,-7.77,,,,
2009,Buffalo,MAC (East),5,7,.417,3,5,.375,24.1,23.8,-6.75,-5.58,,,,
2009,Akron,MAC (East),3,9,.250,2,6,.250,19.3,28.8,-14.65,-4.99,,,,
2009,Miami (OH),MAC (East),1,11,.083,1,7,.125,15.6,34.2,-16.98,-1.39,,,,
2009,Central Michigan,MAC (West),12,2,.857,8,0,1.000,33.9,18.9,4.76,-6.38,,23,23,
2009,Northern Illinois,MAC (West),7,6,.538,5,3,.625,28.6,21.6,-4.24,-7.54,,,,
2009,Western Michigan,MAC (West),5,7,.417,4,4,.500,24.7,27.5,-10.53,-8.78,,,,
2009,Toledo,MAC (West),5,7,.417,3,5,.375,29.7,37.7,-11.29,-5.79,,,,
2009,Ball State,MAC (West),2,10,.167,2,6,.250,19.2,28.2,-15.38,-7.05,,,,
2009,Eastern Michigan,MAC (West),0,12,.000,0,8,.000,16.4,38.3,-22.89,-5.48,,,,
2009,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,
2009,Texas Christian,MWC,12,1,.923,8,0,1.000,38.3,12.8,17.05,-1.33,17,3,6,
2009,BYU,MWC,11,2,.846,7,1,.875,35.5,21.5,9.67,-0.56,20,7,12,
