team,year,group,wins,losses,winning_pct,conf_wins,conf_losses,conf_winning_pct,ppg_offense,ppg_defense,SRS,SOS
Louisville,2008,2,5.0,7.0,0.417,1.0,6.0,0.143,24.7,29.8,-3.83,-0.33
Syracuse,2008,2,3.0,9.0,0.25,1.0,6.0,0.143,18.1,32.7,-9.0,2.84
Penn State,2008,0,11.0,2.0,0.846,7.0,1.0,0.875,38.9,14.4,17.82,1.97
Ohio State,2008,0,10.0,3.0,0.769,7.0,1.0,0.875,27.6,13.9,13.94,3.87
Michigan State,2008,0,9.0,4.0,0.692,6.0,2.0,0.75,25.1,22.1,7.92,3.15
Iowa,2008,0,9.0,4.0,0.692,5.0,3.0,0.625,30.3,13.0,11.11,0.57
Northwestern,2008,1,9.0,4.0,0.692,5.0,3.0,0.625,24.4,20.2,4.82,-0.11
Minnesota,2008,1,7.0,6.0,0.538,3.0,5.0,0.375,23.2,24.8,0.01,0.09
Wisconsin,2008,1,7.0,6.0,0.538,3.0,5.0,0.375,27.5,26.5,1.82,1.13
Illinois,2008,1,5.0,7.0,0.417,3.0,5.0,0.375,28.7,26.6,2.96,2.04
Purdue,2008,2,4.0,8.0,0.333,2.0,6.0,0.25,24.7,25.1,-0.54,3.04
Michigan,2008,2,3.0,9.0,0.25,2.0,6.0,0.25,20.3,28.9,-4.66,3.0
Indiana,2008,2,3.0,9.0,0.25,1.0,7.0,0.125,20.5,35.3,-8.73,1.44
East Carolina,2008,1,9.0,5.0,0.643,6.0,2.0,0.75,23.4,21.1,1.58,-1.49
Southern Mississippi,2008,1,7.0,6.0,0.538,4.0,4.0,0.5,30.6,24.1,0.46,-3.24
Memphis,2008,1,6.0,7.0,0.462,4.0,4.0,0.5,27.2,27.2,-5.62,-4.77
Marshall,2008,2,4.0,8.0,0.333,3.0,5.0,0.375,20.5,27.7,-7.66,-1.0
UAB,2008,2,4.0,8.0,0.333,3.0,5.0,0.375,22.8,31.3,-9.78,-3.61
UCF,2008,2,4.0,8.0,0.333,3.0,5.0,0.375,16.6,24.1,-8.39,-2.98
Tulsa,2008,0,11.0,3.0,0.786,7.0,1.0,0.875,47.2,27.9,7.06,-6.58
Rice,2008,0,10.0,3.0,0.769,7.0,1.0,0.875,41.3,33.3,3.92,-3.55
Houston,2008,0,8.0,5.0,0.615,6.0,2.0,0.75,40.6,30.9,2.21,-3.4
UTEP,2008,1,5.0,7.0,0.417,4.0,4.0,0.5,32.9,37.0,-4.95,-1.45
Tulane,2008,2,2.0,10.0,0.167,1.0,7.0,0.125,16.7,34.5,-15.77,-1.77
SMU,2008,2,1.0,11.0,0.083,0.0,8.0,0.0,21.3,38.2,-14.5,-0.58
Navy,2008,1,8.0,5.0,0.615,0.0,0.0,0.0,27.2,22.0,3.53,-0.78
Notre Dame,2008,1,7.0,6.0,0.538,0.0,0.0,0.0,24.7,22.2,2.99,0.91
Army,2008,2,3.0,9.0,0.25,0.0,0.0,0.0,14.8,23.7,-12.69,-4.27
Buffalo,2008,1,8.0,6.0,0.571,5.0,3.0,0.625,30.3,28.2,-0.41,-2.7
Bowling Green,2008,1,6.0,6.0,0.5,4.0,4.0,0.5,27.7,23.2,-2.0,-5.25
Temple,2008,1,5.0,7.0,0.417,4.0,4.0,0.5,23.4,23.1,-3.38,-4.05
Akron,2008,1,5.0,7.0,0.417,3.0,5.0,0.375,30.0,31.3,-6.87,-4.95
Kent State,2008,2,4.0,8.0,0.333,3.0,5.0,0.375,25.7,31.7,-11.1,-5.02
Ohio,2008,2,4.0,8.0,0.333,3.0,5.0,0.375,24.1,27.3,-8.8,-4.64
Miami OH,2008,2,2.0,10.0,0.167,1.0,7.0,0.125,18.4,32.7,-17.24,-3.91
Ball State,2008,0,12.0,2.0,0.857,8.0,0.0,1.0,34.9,20.5,6.26,-7.03
Western Michigan,2008,0,9.0,4.0,0.692,6.0,2.0,0.75,28.6,24.9,-0.87,-4.49
Central Michigan,2008,1,8.0,5.0,0.615,6.0,2.0,0.75,29.5,30.2,-2.75,-4.44
Northern Illinois,2008,1,6.0,7.0,0.462,5.0,3.0,0.625,24.2,18.0,-2.73,-5.43
Eastern Michigan,2008,2,3.0,9.0,0.25,2.0,6.0,0.25,25.8,35.6,-13.89,-3.73
Toledo,2008,2,3.0,9.0,0.25,2.0,6.0,0.25,22.4,31.4,-12.22,-3.81
Utah,2008,0,13.0,0.0,1.0,8.0,0.0,1.0,36.9,17.2,13.79,-2.06
Texas Christian,2008,0,11.0,2.0,0.846,7.0,1.0,0.875,33.6,11.3,13.47,-1.23
BYU,2008,0,10.0,3.0,0.769,6.0,2.0,0.75,34.2,21.9,4.96,-3.58
Air Force,2008,1,8.0,5.0,0.615,5.0,3.0,0.625,26.8,22.2,2.55,-2.53
Colorado State,2008,1,7.0,6.0,0.538,4.0,4.0,0.5,25.2,30.2,-3.96,-1.04
UNLV,2008,2,5.0,7.0,0.417,2.0,6.0,0.25,25.6,32.6,-7.41,-1.08
New Mexico,2008,2,4.0,8.0,0.333,2.0,6.0,0.25,21.1,22.8,-4.18,-0.35
Wyoming,2008,2,4.0,8.0,0.333,1.0,7.0,0.125,12.7,27.8,-11.44,-1.94
San Diego State,2008,2,2.0,10.0,0.167,1.0,7.0,0.125,19.3,37.2,-14.97,-2.89
USC,2008,0,12.0,1.0,0.923,8.0,1.0,0.889,37.5,9.0,22.24,3.86
Oregon,2008,0,10.0,3.0,0.769,7.0,2.0,0.778,41.9,28.2,12.39,3.08
Oregon State,2008,0,9.0,4.0,0.692,7.0,2.0,0.778,30.5,23.1,10.26,4.8
California,2008,0,9.0,4.0,0.692,6.0,3.0,0.667,32.6,19.9,10.43,2.89
Arizona,2008,1,8.0,5.0,0.615,5.0,4.0,0.556,36.6,21.3,9.21,-0.33
Arizona State,2008,1,5.0,7.0,0.417,4.0,5.0,0.444,22.8,22.7,1.62,1.7
Stanford,2008,1,5.0,7.0,0.417,4.0,5.0,0.444,26.3,27.4,-0.04,3.79
UCLA,2008,2,4.0,8.0,0.333,3.0,6.0,0.333,17.7,29.0,-3.98,3.61
Washington State,2008,2,2.0,11.0,0.154,1.0,8.0,0.111,12.7,43.8,-13.82,3.33
Washington,2008,2,0.0,12.0,0.0,0.0,9.0,0.0,13.3,38.6,-12.08,6.75
Florida,2008,0,13.0,1.0,0.929,7.0,1.0,0.875,43.6,12.9,25.37,5.59
Georgia,2008,0,10.0,3.0,0.769,6.0,2.0,0.75,31.5,24.5,11.6,4.52
South Carolina,2008,1,7.0,6.0,0.538,4.0,4.0,0.5,20.8,21.1,5.21,4.28
Vanderbilt,2008,1,7.0,6.0,0.538,4.0,4.0,0.5,19.2,19.6,4.48,4.32
Tennessee,2008,1,5.0,7.0,0.417,3.0,5.0,0.375,17.3,16.8,1.64,2.89
Kentucky,2008,1,7.0,6.0,0.538,2.0,6.0,0.25,22.6,21.5,3.55,1.24
Alabama,2008,0,12.0,2.0,0.857,8.0,0.0,1.0,30.1,14.3,16.15,2.93
Ole Miss,2008,0,9.0,4.0,0.692,5.0,3.0,0.625,32.1,19.0,12.11,3.18
LSU,2008,1,8.0,5.0,0.615,3.0,5.0,0.375,30.9,24.2,5.91,1.37
Arkansas,2008,2,5.0,7.0,0.417,2.0,6.0,0.25,21.9,31.2,-0.36,5.56
Auburn,2008,1,5.0,7.0,0.417,2.0,6.0,0.25,17.3,18.0,1.26,2.1
Mississippi State,2008,2,4.0,8.0,0.333,2.0,6.0,0.25,15.3,24.7,-5.0,1.75
Troy,2008,0,8.0,5.0,0.615,6.0,1.0,0.857,32.8,21.3,1.06,-4.94
Louisiana,2008,1,6.0,6.0,0.5,5.0,2.0,0.714,33.1,33.7,-5.57,-6.24
Florida Atlantic,2008,1,7.0,6.0,0.538,4.0,3.0,0.571,25.1,28.7,-5.7,-4.08
Arkansas State,2008,1,6.0,6.0,0.5,4.0,3.0,0.571,27.0,23.8,-6.24,-5.91
Florida International,2008,1,5.0,7.0,0.417,3.0,4.0,0.429,24.7,28.3,-6.58,-4.92
Middle Tennessee State,2008,1,5.0,7.0,0.417,3.0,4.0,0.429,22.8,24.9,-8.58,-5.99
Louisiana Monroe,2008,2,4.0,8.0,0.333,3.0,4.0,0.429,23.7,31.2,-10.58,-6.24
North Texas,2008,2,1.0,11.0,0.083,0.0,7.0,0.0,20.0,47.6,-22.21,-3.54
Boise State,2008,0,12.0,1.0,0.923,8.0,0.0,1.0,37.6,12.6,12.83,-3.94
Louisiana Tech,2008,1,8.0,5.0,0.615,5.0,3.0,0.625,24.6,23.7,-3.56,-5.41
Nevada,2008,1,7.0,6.0,0.538,5.0,3.0,0.625,37.6,32.3,2.25,-3.14
Hawaii,2008,1,7.0,7.0,0.5,5.0,3.0,0.625,24.6,28.9,-4.06,-1.99
Fresno State,2008,1,7.0,6.0,0.538,4.0,4.0,0.5,29.6,31.1,-3.53,-4.06
San Jose State,2008,1,6.0,6.0,0.5,4.0,4.0,0.5,18.7,21.6,-7.22,-4.97
Utah State,2008,2,3.0,9.0,0.25,3.0,5.0,0.375,24.0,34.7,-9.2,-0.95
New Mexico State,2008,2,3.0,9.0,0.25,1.0,7.0,0.125,22.2,34.1,-11.99,-4.08
Idaho,2008,2,2.0,10.0,0.167,1.0,7.0,0.125,19.6,42.8,-19.87,-4.12
Clemson,2009,0,9.0,5.0,0.643,6.0,2.0,0.75,31.1,20.4,11.73,4.01
Boston College,2009,1,8.0,5.0,0.615,5.0,3.0,0.625,24.8,19.8,5.47,2.17
Florida State,2009,1,7.0,6.0,0.538,4.0,4.0,0.5,30.1,30.0,6.08,5.38
Wake Forest,2009,1,5.0,7.0,0.417,3.0,5.0,0.375,26.3,26.3,1.85,2.94
North Carolina State,2009,1,5.0,7.0,0.417,2.0,6.0,0.25,30.3,31.2,-1.06,2.36
Maryland,2009,2,2.0,10.0,0.167,1.0,7.0,0.125,21.3,31.3,-6.6,2.65
Georgia Tech,2009,0,11.0,3.0,0.786,7.0,1.0,0.875,33.8,24.8,13.54,4.83
Virginia Tech,2009,0,10.0,3.0,0.769,6.0,2.0,0.75,31.8,15.6,18.57,5.42
Miami FL,2009,0,9.0,4.0,0.692,5.0,3.0,0.625,30.3,22.2,12.2,4.73
North Carolina,2009,1,8.0,5.0,0.615,4.0,4.0,0.5,23.8,17.1,8.04,3.04
Duke,2009,1,5.0,7.0,0.417,3.0,5.0,0.375,25.2,28.3,-2.45,-0.2
Virginia,2009,2,3.0,9.0,0.25,2.0,6.0,0.25,19.3,26.3,-3.0,4.5
Nebraska,2009,0,10.0,4.0,0.714,6.0,2.0,0.75,25.1,10.4,11.41,2.69
Missouri,2009,1,8.0,5.0,0.615,4.0,4.0,0.5,29.0,25.4,4.33,1.25
Kansas State,2009,1,6.0,6.0,0.5,4.0,4.0,0.5,23.0,23.3,-1.08,-0.08
Iowa State,2009,1,7.0,6.0,0.538,3.0,5.0,0.375,20.5,21.8,-0.96,-0.73
Colorado,2009,2,3.0,9.0,0.25,2.0,6.0,0.25,22.3,28.8,-3.86,2.39
Kansas,2009,2,5.0,7.0,0.417,1.0,7.0,0.125,29.4,28.4,0.88,2.22
Texas,2009,0,13.0,1.0,0.929,8.0,0.0,1.0,39.3,16.7,20.21,3.49
Oklahoma State,2009,0,9.0,4.0,0.692,6.0,2.0,0.75,28.4,21.7,8.01,2.78
Texas Tech,2009,0,9.0,4.0,0.692,5.0,3.0,0.625,37.0,22.5,10.79,0.86
Oklahoma,2009,0,8.0,5.0,0.615,5.0,3.0,0.625,31.1,14.5,13.21,4.82
Texas A&M,2009,1,6.0,7.0,0.462,3.0,5.0,0.375,32.8,33.5,3.37,2.91
Baylor,2009,2,4.0,8.0,0.333,1.0,7.0,0.125,20.8,27.3,-2.3,4.37
Cincinnati,2009,0,12.0,1.0,0.923,7.0,0.0,1.0,38.6,23.1,14.23,1.77
Pitt,2009,0,10.0,3.0,0.769,5.0,2.0,0.714,32.1,19.8,12.75,1.98
West Virginia,2009,0,9.0,4.0,0.692,5.0,2.0,0.714,26.2,21.7,7.48,2.48
Rutgers,2009,1,9.0,4.0,0.692,3.0,4.0,0.429,28.8,17.9,6.34,-2.12
Connecticut,2009,1,8.0,5.0,0.615,3.0,4.0,0.429,31.2,23.6,8.03,2.8
South Florida,2009,1,8.0,5.0,0.615,3.0,4.0,0.429,26.5,19.8,3.64,-0.05
Louisville,2009,2,4.0,8.0,0.333,1.0,6.0,0.143,18.1,26.3,-4.01,2.83
Syracuse,2009,2,4.0,8.0,0.333,1.0,6.0,0.143,21.2,27.9,-4.41,2.51
Ohio State,2009,0,11.0,2.0,0.846,7.0,1.0,0.875,29.0,12.5,14.71,1.71
Iowa,2009,0,11.0,2.0,0.846,6.0,2.0,0.75,23.2,15.4,10.26,1.87
Penn State,2009,0,11.0,2.0,0.846,6.0,2.0,0.75,28.8,12.2,13.86,-0.75
Wisconsin,2009,0,10.0,3.0,0.769,5.0,3.0,0.625,31.8,21.8,8.19,0.35
Northwestern,2009,1,8.0,5.0,0.615,5.0,3.0,0.625,25.9,24.5,-0.39,-1.93
Michigan State,2009,1,6.0,7.0,0.462,4.0,4.0,0.5,29.7,26.3,2.52,1.68
Purdue,2009,1,5.0,7.0,0.417,4.0,4.0,0.5,27.8,29.1,0.79,1.7
Minnesota,2009,1,6.0,7.0,0.462,3.0,5.0,0.375,20.9,23.8,-0.1,2.67
Illinois,2009,2,3.0,9.0,0.25,2.0,6.0,0.25,24.2,30.2,-3.67,2.24
Michigan,2009,2,5.0,7.0,0.417,1.0,7.0,0.125,29.5,27.5,-1.51,-0.26
Indiana,2009,2,4.0,8.0,0.333,1.0,7.0,0.125,23.5,29.5,-5.75,-0.25
East Carolina,2009,0,9.0,5.0,0.643,7.0,1.0,0.875,27.0,21.9,3.58,-0.85
UCF,2009,1,8.0,5.0,0.615,6.0,2.0,0.75,26.2,22.5,-0.75,-2.44
Southern Mississippi,2009,1,7.0,6.0,0.538,5.0,3.0,0.625,32.9,25.8,-0.67,-4.36
Marshall,2009,1,7.0,6.0,0.538,4.0,4.0,0.5,21.8,24.3,-3.35,-2.88
UAB,2009,1,5.0,7.0,0.417,4.0,4.0,0.5,27.8,32.3,-5.75,-2.67
Memphis,2009,2,2.0,10.0,0.167,1.0,7.0,0.125,21.8,34.8,-12.06,-0.81
Houston,2009,0,10.0,4.0,0.714,6.0,2.0,0.75,42.2,30.1,4.21,-3.07
SMU,2009,1,8.0,5.0,0.615,6.0,2.0,0.75,29.2,27.6,-3.09,-4.09
Tulsa,2009,1,5.0,7.0,0.417,3.0,5.0,0.375,29.3,27.3,-4.25,-4.5
UTEP,2009,2,4.0,8.0,0.333,3.0,5.0,0.375,29.8,33.5,-7.21,-5.04
Rice,2009,2,2.0,10.0,0.167,2.0,6.0,0.25,18.3,43.1,-16.33,-0.91
Tulane,2009,2,3.0,9.0,0.25,1.0,7.0,0.125,16.1,36.7,-16.23,-3.23
Navy,2009,1,10.0,4.0,0.714,0.0,0.0,0.0,28.0,19.4,4.87,-2.63
Notre Dame,2009,1,6.0,6.0,0.5,0.0,0.0,0.0,30.1,25.9,6.49,3.65
Army,2009,2,5.0,7.0,0.417,0.0,0.0,0.0,15.3,21.9,-12.59,-6.59
Temple,2009,0,9.0,4.0,0.692,7.0,1.0,0.875,29.5,22.3,-2.36,-8.29
Ohio,2009,0,9.0,5.0,0.643,7.0,1.0,0.875,24.8,21.3,-1.89,-6.18
Bowling Green,2009,1,7.0,6.0,0.538,6.0,2.0,0.75,28.5,27.5,-2.34,-4.65
Kent State,2009,1,5.0,7.0,0.417,4.0,4.0,0.5,19.3,22.4,-10.69,-7.77
Buffalo,2009,1,5.0,7.0,0.417,3.0,5.0,0.375,24.1,23.8,-6.75,-5.58
Akron,2009,2,3.0,9.0,0.25,2.0,6.0,0.25,19.3,28.8,-14.65,-4.99
Miami OH,2009,2,1.0,11.0,0.083,1.0,7.0,0.125,15.6,34.2,-16.98,-1.39
Central Michigan,2009,0,12.0,2.0,0.857,8.0,0.0,1.0,33.9,18.9,4.76,-6.38
Northern Illinois,2009,1,7.0,6.0,0.538,5.0,3.0,0.625,28.6,21.6,-4.24,-7.54
Western Michigan,2009,1,5.0,7.0,0.417,4.0,4.0,0.5,24.7,27.5,-10.53,-8.78
Toledo,2009,2,5.0,7.0,0.417,3.0,5.0,0.375,29.7,37.7,-11.29,-5.79
Ball State,2009,2,2.0,10.0,0.167,2.0,6.0,0.25,19.2,28.2,-15.38,-7.05
Eastern Michigan,2009,2,0.0,12.0,0.0,0.0,8.0,0.0,16.4,38.3,-22.89,-5.48
Texas Christian,2009,0,12.0,1.0,0.923,8.0,0.0,1.0,38.3,12.8,17.05,-1.33
BYU,2009,0,11.0,2.0,0.846,7.0,1.0,0.875,35.5,21.5,9.67,-0.56
Utah,2009,0,10.0,3.0,0.769,6.0,2.0,0.75,29.8,20.2,7.28,-1.18
Air Force,2009,1,8.0,5.0,0.615,5.0,3.0,0.625,29.7,15.7,6.57,-2.28
Wyoming,2009,1,7.0,6.0,0.538,4.0,4.0,0.5,18.3,27.3,-4.53,-0.53
UNLV,2009,1,5.0,7.0,0.417,3.0,5.0,0.375,24.8,32.4,-5.61,-0.95
San Diego State,2009,2,4.0,8.0,0.333,2.0,6.0,0.25,23.3,30.5,-7.79,-2.54
New Mexico,2009,2,1.0,11.0,0.083,1.0,7.0,0.125,16.3,35.9,-15.8,0.45
Colorado State,2009,2,3.0,9.0,0.25,0.0,8.0,0.0,21.7,29.8,-9.14,-1.39
Oregon,2009,0,10.0,3.0,0.769,8.0,1.0,0.889,36.1,23.8,15.48,5.33
Arizona,2009,1,8.0,5.0,0.615,6.0,3.0,0.667,27.4,23.9,6.98,3.91
Oregon State,2009,0,8.0,5.0,0.615,6.0,3.0,0.667,31.5,25.0,8.47,3.17
Stanford,2009,0,8.0,5.0,0.615,6.0,3.0,0.667,35.5,26.5,10.88,3.42
USC,2009,1,9.0,4.0,0.692,5.0,4.0,0.556,26.5,19.8,9.11,3.95
California,2009,1,8.0,5.0,0.615,5.0,4.0,0.556,29.1,25.5,4.28,2.13
Washington,2009,1,5.0,7.0,0.417,4.0,5.0,0.444,26.1,26.7,3.61,4.94
UCLA,2009,1,7.0,6.0,0.538,3.0,6.0,0.333,22.0,21.2,3.8,3.26
Arizona State,2009,2,4.0,8.0,0.333,2.0,7.0,0.222,22.3,21.1,0.71,2.63
Washington State,2009,2,1.0,11.0,0.083,0.0,9.0,0.0,12.0,38.5,-14.87,4.88
Florida,2009,0,13.0,1.0,0.929,8.0,0.0,1.0,35.9,12.4,21.15,5.43
Georgia,2009,1,8.0,5.0,0.615,4.0,4.0,0.5,28.9,25.9,9.06,6.36
Tennessee,2009,1,7.0,6.0,0.538,4.0,4.0,0.5,29.3,22.2,8.94,5.48
Kentucky,2009,1,7.0,6.0,0.538,3.0,5.0,0.375,26.1,22.7,6.03,3.56
South Carolina,2009,1,7.0,6.0,0.538,3.0,5.0,0.375,20.6,20.4,7.1,6.17
Vanderbilt,2009,2,2.0,10.0,0.167,0.0,8.0,0.0,16.3,23.3,-5.11,4.14
Alabama,2009,0,14.0,0.0,1.0,8.0,0.0,1.0,32.1,11.7,23.69,6.62
LSU,2009,0,9.0,4.0,0.692,5.0,3.0,0.625,24.8,16.2,12.7,6.0
Ole Miss,2009,1,9.0,4.0,0.692,4.0,4.0,0.5,29.5,17.7,11.5,2.5
Arkansas,2009,1,8.0,5.0,0.615,3.0,5.0,0.375,36.0,25.1,13.14,5.45
Auburn,2009,1,8.0,5.0,0.615,3.0,5.0,0.375,33.3,27.5,10.26,4.8
Mississippi State,2009,1,5.0,7.0,0.417,3.0,5.0,0.375,25.6,26.8,5.76,7.93
Troy,2009,0,9.0,4.0,0.692,8.0,0.0,1.0,33.7,29.8,2.73,-3.97
Middle Tennessee State,2009,0,10.0,3.0,0.769,7.0,1.0,0.875,32.0,23.7,1.1,-6.36
Louisiana Monroe,2009,1,6.0,6.0,0.5,5.0,3.0,0.625,25.6,27.3,-8.15,-5.15
Florida Atlantic,2009,1,5.0,7.0,0.417,5.0,3.0,0.625,27.4,33.8,-9.74,-5.15
Louisiana,2009,1,6.0,6.0,0.5,4.0,4.0,0.5,22.2,30.3,-9.68,-5.35
Arkansas State,2009,2,4.0,8.0,0.333,3.0,5.0,0.375,22.7,23.3,-9.63,-5.8
Florida International,2009,2,3.0,9.0,0.25,3.0,5.0,0.375,22.9,35.3,-11.15,-2.4
North Texas,2009,2,2.0,10.0,0.167,1.0,7.0,0.125,26.6,35.6,-14.38,-5.97
Western Kentucky,2009,2,0.0,12.0,0.0,0.0,8.0,0.0,20.4,39.6,-20.88,-4.88
Boise State,2009,0,14.0,0.0,1.0,8.0,0.0,1.0,42.2,17.1,13.5,-4.28
Nevada,2009,0,8.0,5.0,0.615,7.0,1.0,0.875,38.2,28.5,2.19,-3.66
Fresno State,2009,1,8.0,5.0,0.615,6.0,2.0,0.75,33.8,28.4,1.34,-3.27
Idaho,2009,1,8.0,5.0,0.615,4.0,4.0,0.5,32.7,36.0,-4.73,-4.11
Hawaii,2009,1,6.0,7.0,0.462,3.0,5.0,0.375,22.8,29.5,-8.2,-4.2
Louisiana Tech,2009,1,4.0,8.0,0.333,3.0,5.0,0.375,29.2,25.8,-2.97,-2.05
Utah State,2009,2,4.0,8.0,0.333,3.0,5.0,0.375,29.1,34.0,-6.85,-2.35
New Mexico State,2009,2,3.0,10.0,0.231,1.0,7.0,0.125,11.5,31.6,-17.97,-4.12
San Jose State,2009,2,2.0,10.0,0.167,1.0,7.0,0.125,13.8,34.5,-14.63,-1.13
Florida State,2010,0,10.0,4.0,0.714,6.0,2.0,0.75,31.4,19.6,14.2,5.06
Maryland,2010,0,9.0,4.0,0.692,5.0,3.0,0.625,32.2,22.2,7.02,1.33
North Carolina State,2010,0,9.0,4.0,0.692,5.0,3.0,0.625,31.8,21.3,11.0,2.92
Boston College,2010,1,7.0,6.0,0.538,4.0,4.0,0.5,18.5,19.5,2.15,3.0
Clemson,2010,1,6.0,7.0,0.462,4.0,4.0,0.5,24.0,18.8,7.35,3.74
Wake Forest,2010,2,3.0,9.0,0.25,1.0,7.0,0.125,22.8,35.8,-5.07,4.26
Virginia Tech,2010,0,11.0,3.0,0.786,8.0,0.0,1.0,33.9,20.6,14.03,2.74
Miami FL,2010,1,7.0,6.0,0.538,5.0,3.0,0.625,26.3,20.7,8.26,4.72
North Carolina,2010,1,8.0,5.0,0.615,4.0,4.0,0.5,25.3,23.2,5.15,2.84
Georgia Tech,2010,1,6.0,7.0,0.462,4.0,4.0,0.5,26.0,25.2,0.8,0.8
Virginia,2010,2,4.0,8.0,0.333,1.0,7.0,0.125,25.3,28.3,-3.29,0.37
Duke,2010,2,3.0,9.0,0.25,1.0,7.0,0.125,25.3,35.4,-4.59,2.66
Missouri,2010,0,10.0,3.0,0.769,6.0,2.0,0.75,29.8,16.1,13.98,3.29
Nebraska,2010,0,10.0,4.0,0.714,6.0,2.0,0.75,30.9,17.4,12.85,2.42
Kansas State,2010,1,7.0,6.0,0.538,3.0,5.0,0.375,33.6,29.1,4.11,1.26
Iowa State,2010,1,5.0,7.0,0.417,3.0,5.0,0.375,21.7,28.8,0.43,4.27
Colorado,2010,2,5.0,7.0,0.417,2.0,6.0,0.25,24.2,30.8,0.75,4.33
Kansas,2010,2,3.0,9.0,0.25,1.0,7.0,0.125,17.1,34.4,-8.61,2.47
Oklahoma,2010,0,12.0,2.0,0.857,6.0,2.0,0.75,37.2,21.8,17.11,5.4
Oklahoma State,2010,0,11.0,2.0,0.846,6.0,2.0,0.75,44.2,26.4,16.62,2.39
Texas A&M,2010,0,9.0,4.0,0.692,6.0,2.0,0.75,31.2,21.9,11.39,4.85
Baylor,2010,1,7.0,6.0,0.538,4.0,4.0,0.5,31.2,30.5,1.62,1.93
Texas Tech,2010,1,8.0,5.0,0.615,3.0,5.0,0.375,33.1,30.9,3.06,1.83
Texas,2010,1,5.0,7.0,0.417,2.0,6.0,0.25,23.8,23.7,1.71,2.63
West Virginia,2010,0,9.0,4.0,0.692,5.0,2.0,0.714,25.2,13.5,9.51,0.12
Connecticut,2010,1,8.0,5.0,0.615,5.0,2.0,0.714,26.4,22.0,1.63,-1.21
Pitt,2010,1,8.0,5.0,0.615,5.0,2.0,0.714,26.3,19.0,7.4,1.25
Syracuse,2010,1,8.0,5.0,0.615,4.0,3.0,0.571,22.2,19.3,1.3,-2.16
South Florida,2010,1,8.0,5.0,0.615,3.0,4.0,0.429,24.1,20.0,2.15,-0.69
Louisville,2010,1,7.0,6.0,0.538,3.0,4.0,0.429,26.4,19.4,2.71,-1.45
Cincinnati,2010,2,4.0,8.0,0.333,2.0,5.0,0.286,27.1,28.0,-1.93,1.99
Rutgers,2010,2,4.0,8.0,0.333,1.0,6.0,0.143,20.8,26.5,-6.76,-0.76
Ohio State,2010,0,12.0,1.0,0.923,7.0,1.0,0.875,38.8,14.3,17.37,0.75
Michigan State,2010,0,11.0,2.0,0.846,7.0,1.0,0.875,29.5,22.3,9.91,1.29
Wisconsin,2010,0,11.0,2.0,0.846,7.0,1.0,0.875,41.5,20.5,14.02,0.64
Iowa,2010,1,8.0,5.0,0.615,4.0,4.0,0.5,28.9,17.0,10.15,1.99
Illinois,2010,1,7.0,6.0,0.538,4.0,4.0,0.5,32.5,23.5,7.77,1.47
Penn State,2010,1,7.0,6.0,0.538,4.0,4.0,0.5,24.5,23.7,2.96,2.65
Michigan,2010,1,7.0,6.0,0.538,3.0,5.0,0.375,32.8,35.2,1.41,3.1
Northwestern,2010,1,7.0,6.0,0.538,3.0,5.0,0.375,26.4,29.0,-1.44,-1.06
Purdue,2010,2,4.0,8.0,0.333,2.0,6.0,0.25,19.7,28.8,-5.18,1.23
Minnesota,2010,2,3.0,9.0,0.25,2.0,6.0,0.25,23.2,33.0,-5.06,3.53
Indiana,2010,2,5.0,7.0,0.417,1.0,7.0,0.125,27.2,34.0,-4.49,-1.15
UCF,2010,0,11.0,3.0,0.786,7.0,1.0,0.875,32.1,17.1,5.79,-6.0
Southern Mississippi,2010,1,8.0,5.0,0.615,5.0,3.0,0.625,36.8,29.5,1.79,-4.68
East Carolina,2010,1,6.0,7.0,0.462,5.0,3.0,0.625,36.8,44.0,-4.48,0.13
Marshall,2010,1,5.0,7.0,0.417,4.0,4.0,0.5,20.8,28.8,-9.73,-3.73
UAB,2010,2,4.0,8.0,0.333,3.0,5.0,0.375,26.3,31.6,-9.2,-4.7
Memphis,2010,2,1.0,11.0,0.083,0.0,8.0,0.0,14.4,39.8,-19.43,-1.51
Tulsa,2010,0,10.0,3.0,0.769,6.0,2.0,0.75,41.4,30.3,4.95,-4.51
SMU,2010,1,7.0,7.0,0.5,6.0,2.0,0.75,25.7,25.6,-2.04,-2.11
Houston,2010,1,5.0,7.0,0.417,4.0,4.0,0.5,37.7,32.2,-2.11,-3.77
UTEP,2010,1,6.0,7.0,0.462,3.0,5.0,0.375,26.0,27.5,-8.13,-7.59
Rice,2010,2,4.0,8.0,0.333,3.0,5.0,0.375,28.7,38.5,-11.08,-3.41
Tulane,2010,2,4.0,8.0,0.333,2.0,6.0,0.25,24.9,37.2,-13.42,-4.01
Navy,2010,1,9.0,4.0,0.692,0.0,0.0,0.0,29.7,23.3,3.49,-1.98
Notre Dame,2010,1,8.0,5.0,0.615,0.0,0.0,0.0,26.3,20.2,10.35,5.04
Army,2010,1,7.0,6.0,0.538,0.0,0.0,0.0,26.6,24.3,-2.43,-4.73
Miami OH,2010,0,10.0,4.0,0.714,7.0,1.0,0.875,21.6,23.2,-5.86,-7.15
Ohio,2010,1,8.0,5.0,0.615,6.0,2.0,0.75,27.5,23.8,-5.79,-9.86
